"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
2.917,1.083,96,0,0,0,0,84,334,0,0,1156,1210,1,0,7,4655222784,16032894976,2310496256,40757338112,0,0,0,0,1156,1210,2.920,1.085,95.995,0,0
2.628,1.293,96.078,0,0,0,0,0,252,0,0,1046,1523,1,0,7,4656001024,16032112640,2310496256,40757342208,0,0,0,0,1046,1523,2.628,1.293,96.078,0,0
2.955,0.375,96.671,0,0,0,0,0,392,0,0,877,1287,1,0,7,4656590848,16031522816,2310496256,40757342208,0,0,0,0,877,1287,2.950,0.374,96.676,0,0
2.003,1.085,96.913,0,0,0,307200,0,1624,0,0,1040,1766,0,0,2,4679520256,16008589312,2310496256,40757342208,0,0,0,307200,1040,1766,2.003,1.126,96.871,0,0
0.292,1.167,98.541,0,0,0,0,0,322,0,0,951,1556,0,0,7,4679872512,16008237056,2310496256,40757342208,0,0,0,0,951,1556,0.292,1.126,98.582,0,0
0.208,1.208,98.583,0,0,0,12288,0,1197,0,0,959,1212,1,0,7,4679458816,16008650752,2310496256,40757342208,0,0,0,12288,959,1212,0.208,1.249,98.542,0,0
0.292,1.083,98.625,0,0,0,0,0,754,0,0,810,1407,1,0,7,4679864320,16008146944,2310496256,40757358592,0,0,0,0,811,1409,0.292,1.042,98.666,0,0
0.291,0.333,99.376,0,0,0,0,0,504,0,0,697,1239,0,0,2,4679077888,16008933376,2310496256,40757358592,0,0,0,0,696,1237,0.291,0.333,99.376,0,0
0.167,1.043,98.748,0.042,0,0,430080,0,754,0,0,883,1243,0,0,7,4679745536,16008265728,2310496256,40757358592,0,0,0,430080,883,1243,0.167,1.084,98.707,0.042,0
3.865,2.411,92.727,0.998,0,0,31068160,18446744073709340672,18446744073709281280,0,0,7359,15179,0,0,99,4606631936,16114008064,2310496256,40730980352,0,0,0,31068160,7359,15179,3.867,2.370,92.765,0.998,0
3.631,3.005,92.947,0.417,0,16384,4509696,18446744073709447168,18446744073709424640,0,0,9883,17685,3,0,117,3995807744,16729079808,2310500352,40730636288,0,0,16384,4509696,9899,17861,3.668,3.168,92.747,0.417,0
2.622,1.831,95.339,0.208,0,0,2564096,18446744073709391872,18446744073709434880,0,0,6031,11488,2,0,59,3898671104,16829612032,2310500352,40730296320,0,0,0,2564096,6015,11320,2.624,1.666,95.502,0.208,0
4.675,2.855,92.263,0.207,0,0,1150976,48,18446744073709545472,0,0,8076,13201,1,0,248,3894140928,17079582720,2310500352,40490536960,0,0,0,1150976,8076,13193,4.634,2.855,92.305,0.207,0
4.330,2.290,91.049,2.331,0,0,33443840,160,160,0,0,6040,12662,0,0,75,3901153280,17072607232,2310512640,40490582016,0,0,0,33443840,6041,12662,4.335,2.293,91.038,2.334,0
9.102,5.998,83.935,0.965,0,0,2531328,144,1057,0,0,20953,45334,3,0,616,3997233152,16974032896,2310512640,40490930176,0,0,0,2531328,20953,45339,9.106,6.001,83.928,0.965,0
12.078,2.957,79.758,5.206,0,9109504,79495168,666,12837,0,0,6628,20128,0,4,75,4155043840,16673779712,2310516736,40627326976,0,0,9109504,79495168,6627,20123,12.078,2.957,79.717,5.248,0
9.246,3.332,81.050,6.372,0,0,117010432,240,6807,0,0,7390,33523,2,2,72,4218941440,16481828864,2310529024,40754106368,0,0,0,117010432,7390,33523,9.235,3.411,80.990,6.364,0
17.669,2.799,77.277,2.256,0,0,51122176,0,3969,0,0,10736,28872,4,0,251,4404379648,16318607360,2310537216,40729710592,0,0,0,51122176,10737,28886,17.745,2.756,77.286,2.213,0
32.891,2.903,63.998,0.207,0,0,741376,0,4510,0,0,6411,27992,7,0,70,4578627584,16141656064,2310537216,40730103808,0,0,0,741376,6411,28041,32.932,2.903,63.957,0.207,0
42.173,2.998,54.788,0.042,0,0,1904640,80,2815,0,0,6888,27174,13,0,37,4769722368,15948947456,2310537216,40729759744,0,0,0,1904640,6887,27134,42.256,2.998,54.704,0.042,0
29.260,2.120,68.371,0.249,0,0,778240,30700,33446,0,0,6391,13917,1,0,62,4833095680,15883419648,2310537216,40729882624,0,0,0,778240,6391,13894,29.089,2.081,68.581,0.250,0
5.123,0.666,94.211,0,0,0,8192,10513,11222,0,0,1602,3699,2,0,8,4850515968,15864598528,2310537216,40729645056,0,0,0,8192,1602,3699,5.119,0.666,94.216,0,0
8.520,1.413,89.942,0.125,0,196608,565248,210239,211812,0,0,3502,9603,2,0,8,4898512896,15816269824,2310549504,40729870336,0,0,196608,565248,3502,9607,8.607,1.414,89.854,0.125,0
7.609,1.788,90.561,0.042,0,0,327680,226507,227648,0,0,4609,11250,2,0,47,4657299456,16052965376,2310553600,40734310400,0,0,0,327680,4618,11264,7.564,1.829,90.565,0.042,0
5.029,1.496,93.475,0,0,0,0,0,504,0,0,2319,3364,1,0,22,4673093632,16014016512,2310553600,40757346304,0,0,0,0,2310,3346,4.988,1.455,93.558,0,0
2.793,1.167,96.040,0,0,0,0,0,252,0,0,1154,1492,0,0,7,4641103872,16046022656,2310553600,40757346304,0,0,0,0,1154,1492,2.792,1.167,96.042,0,0
3.085,0.208,96.707,0,0,0,0,0,377,0,0,910,1184,2,0,7,4640907264,16046219264,2310553600,40757346304,0,0,0,0,910,1184,3.090,0.209,96.701,0,0
2.791,1.041,96.168,0,0,0,0,0,252,0,0,1157,1356,1,0,2,4641017856,16046100480,2310553600,40757354496,0,0,0,0,1157,1356,2.787,1.040,96.173,0,0
2.669,1.460,95.830,0.042,0,0,319488,0,1512,0,0,1277,2345,1,0,7,4666089472,16021012480,2310553600,40757354496,0,0,0,319488,1278,2354,2.669,1.460,95.830,0.042,0
0.209,1.085,98.707,0,0,0,0,0,322,0,0,972,1232,0,0,7,4666396672,16020701184,2310553600,40757358592,0,0,0,0,971,1223,0.209,1.084,98.707,0,0
0.125,1.209,98.666,0,0,0,0,0,1127,0,0,824,1342,1,0,7,4667764736,16019349504,2310553600,40757358592,0,0,0,0,824,1342,0.125,1.251,98.624,0,0
0.125,0.167,99.708,0,0,0,12288,0,949,0,0,679,1078,0,0,2,4667678720,16019435520,2310553600,40757358592,0,0,0,12288,679,1078,0.125,0.167,99.708,0,0
0.417,1.376,98.208,0,0,0,0,0,504,0,0,1828,1928,0,0,17,4664037376,16023654400,2310553600,40757370880,0,0,0,0,1829,1930,0.417,1.334,98.249,0,0
0.209,1.210,98.540,0.042,0,0,425984,0,504,0,0,886,1502,0,0,7,4662898688,16025251840,2310553600,40757022720,0,0,0,425984,885,1500,0.209,1.210,98.540,0.042,0
2.322,1.700,95.854,0.124,0,0,6119424,18446744073709340672,18446744073709281280,0,0,4555,7382,2,1,49,4656885760,16035872768,2310553600,40756989952,0,0,0,6549504,4555,7384,2.326,1.703,95.847,0.125,0
4.812,2.803,91.130,1.255,0,0,28274688,18446744073709447168,18446744073709422592,0,0,10676,21301,2,0,133,3985666048,16737456128,2310553600,40730800128,0,0,0,27844608,10677,21299,4.849,2.843,91.054,1.254,0
1.713,1.755,95.947,0.585,0,16384,2560000,18446744073709404160,18446744073709455360,0,0,6078,10587,0,0,57,3885125632,16841039872,2310553600,40730542080,0,0,16384,2560000,6077,10587,1.671,1.713,96.032,0.585,0
3.745,3.620,92.260,0.375,0,0,2433024,18446744073709539328,18446744073709527040,0,0,10016,16848,0,0,282,3883057152,17117298688,2310561792,40463237120,0,0,0,2433024,10022,16873,3.747,3.664,92.215,0.375,0
5.023,2.283,91.698,0.996,0,0,30973952,240,240,0,0,5703,10956,1,1,98,3888566272,17084121088,2310569984,40490639360,0,0,0,30973952,5699,10933,5.102,2.281,91.580,1.037,0
8.616,5.772,84.191,1.422,0,0,4845568,64,1388,0,0,18982,45052,2,0,573,4000960512,16969183232,2310602752,40491167744,0,0,0,4845568,19022,45074,8.536,5.732,84.351,1.381,0
16.715,2.772,79.024,1.489,0,9109504,40017920,160,6346,0,0,8671,27670,3,1,152,4140183552,16687464448,2310610944,40627601408,0,0,9109504,40738816,8633,27674,16.736,2.775,78.998,1.491,0
12.594,3.044,75.480,8.882,0,0,174305280,160,12635,0,0,8795,48345,5,2,73,4288778240,16357982208,2310635520,40804728832,0,0,0,173588480,8794,48327,12.698,3.039,75.396,8.868,0
25.502,3.972,68.562,1.965,0,0,33193984,80,5936,0,0,11194,35377,15,0,212,4426813440,16294469632,2310639616,40729964544,0,0,0,33189888,11207,35409,25.585,3.972,68.478,1.965,0
39.876,2.650,57.474,0,0,0,733184,80,3185,0,0,6997,30451,12,0,48,4608618496,16110727168,2310639616,40730316800,0,0,0,733184,6981,30412,39.851,2.651,57.498,0,0
45.866,2.576,51.350,0.208,0,0,2445312,0,4761,0,0,6949,16039,8,0,22,4773130240,15944622080,2310651904,40729968640,0,0,0,2445312,6949,16047,45.776,2.580,51.436,0.208,0
7.310,0.627,92.022,0.042,0,0,163840,18694,21100,0,0,2863,5881,1,0,13,4788043776,15928487936,2310651904,40730042368,0,0,0,163840,2863,5870,7.304,0.668,91.987,0.042,0
4.908,1.373,93.719,0,0,0,0,12564,13538,0,0,2722,7483,3,0,56,4829380608,15885664256,2310651904,40730095616,0,0,0,0,2722,7483,4.988,1.330,93.682,0,0
9.946,1.782,88.272,0,0,0,114688,53743,55020,0,0,4811,15884,2,0,12,4862967808,15850778624,2310651904,40730116096,0,0,0,114688,4811,15903,9.859,1.823,88.318,0,0
9.076,1.575,89.266,0.083,0,196608,536576,246249,247128,0,0,3484,9553,1,0,8,4910043136,15803170816,2310672384,40730333184,0,0,196608,536576,3484,9534,9.091,1.536,89.290,0.083,0
6.271,2.326,91.404,0,0,0,86016,48914,49543,0,0,4762,8609,1,0,67,4665667584,16020529152,2310672384,40757723136,0,0,0,86016,4762,8609,6.263,2.323,91.414,0,0
2.876,0.333,96.790,0,0,0,0,0,629,0,0,938,1316,1,0,7,4636868608,16049410048,2310672384,40757719040,0,0,0,0,939,1317,2.876,0.333,96.790,0,0
3.249,0.875,95.877,0,0,0,0,0,924,0,0,939,1151,1,0,2,4637036544,16049340416,2310672384,40757719040,0,0,0,0,938,1150,3.249,0.875,95.877,0,0
2.829,1.082,96.090,0,0,0,0,0,504,0,0,1023,971,1,0,7,4637282304,16049090560,2310672384,40757723136,0,0,0,0,1023,971,2.829,1.082,96.090,0,0
2.168,1.459,96.373,0,0,0,0,0,1204,0,0,1122,2400,0,0,7,4663160832,16023179264,2310672384,40757723136,0,0,0,0,1122,2400,2.167,1.458,96.375,0,0
0.458,1.249,98.251,0.042,0,0,315392,0,392,0,0,911,1725,0,0,7,4664037376,16022319104,2310672384,40757723136,0,0,0,315392,911,1725,0.458,1.250,98.250,0.042,0
0.167,0.083,99.750,0,0,131072,0,0,1142,0,0,743,1305,1,0,7,4663369728,16022859776,2310672384,40757858304,0,0,131072,0,743,1311,0.167,0.125,99.708,0,0
0.250,1.209,98.540,0,0,0,12288,0,627,0,0,994,1600,0,0,3,4663336960,16022839296,2310672384,40757870592,0,0,0,12288,996,1616,0.250,1.208,98.542,0,0
0.832,1.873,97.295,0,0,16384,0,93,470,0,0,2274,6807,0,0,8,4662484992,16023658496,2310672384,40757886976,0,0,16384,0,2275,6797,0.833,1.833,97.333,0,0
0.909,1.323,97.726,0.041,0,0,466944,0,377,0,0,1226,2833,1,0,7,4663132160,16023412736,2310672384,40757493760,0,0,0,466944,1226,2837,0.909,1.323,97.726,0.041,0
0.750,1.208,98.042,0,0,0,0,0,252,0,0,1773,3063,2,0,30,4669157376,16017395712,2310672384,40757493760,0,0,0,0,1772,3066,0.750,1.251,97.999,0,0
4.639,2.089,91.768,1.504,0,16384,32923648,18446744073709316096,18446744073709244416,0,0,9673,19610,3,0,114,4009418752,16710692864,2310684672,40731201536,0,0,16384,33320960,9745,19710,4.635,2.046,91.816,1.503,0
4.295,2.627,92.452,0.626,0,0,4456448,18446744073709406208,18446744073709438976,0,0,10888,18740,2,0,119,3885256704,16840527872,2310684672,40731152384,0,0,0,4059136,10819,18693,4.295,2.627,92.452,0.626,0
4.476,3.357,91.960,0.207,0,0,1081344,48,18446744073709545472,0,0,7574,13133,1,0,256,3887038464,17084895232,2310688768,40490938368,0,0,0,1081344,7569,13061,4.481,3.361,91.950,0.207,0
5.129,2.669,89.783,2.419,0,0,34697216,240,454,0,0,7648,17982,2,4,118,3902504960,17068933120,2310713344,40491274240,0,0,0,34754560,7650,17991,5.202,2.788,89.596,2.414,0
10.535,6.104,81.396,1.965,0,4243456,33275904,0,2374,0,0,20263,49598,4,1,634,4012716032,16924553216,2310733824,40521367552,0,0,4292608,33218560,20271,49611,10.506,6.028,81.499,1.967,0
10.155,2.758,78.395,8.692,0,4866048,179732480,304,8334,0,0,7032,39465,5,1,57,4209221632,16544075776,2310742016,40698310656,0,0,4816896,179732480,7022,39464,10.234,2.715,78.321,8.730,0
18.677,4.659,73.918,2.745,0,0,36741120,160,12772,0,0,11178,39724,3,0,237,4355514368,16365494272,2310754304,40730353664,0,0,0,36741120,11179,39732,18.583,4.667,74.042,2.708,0
20.350,2.585,77.023,0.042,0,0,2355200,80,6366,0,0,6276,25146,9,0,95,4516745216,16201797632,2310754304,40730406912,0,0,0,2355200,6276,25182,20.333,2.583,77.042,0.042,0
33.568,2.697,63.734,0,0,0,0,0,1801,0,0,5614,25565,8,0,22,4648652800,16067977216,2310754304,40730419200,0,0,0,0,5613,25532,33.692,2.735,63.572,0,0
41.757,2.427,55.774,0.042,0,0,274432,26151,30890,0,0,6649,22600,11,0,62,4817559552,15897100288,2310754304,40730480640,0,0,0,274432,6649,22570,41.715,2.427,55.816,0.042,0
24.241,1.289,74.262,0.208,0,0,581632,14669,16898,0,0,4915,9555,2,0,9,4850110464,15862558720,2310754304,40730587136,0,0,0,581632,4915,9555,24.148,1.247,74.397,0.208,0
6.059,1.672,92.186,0.084,0,196608,552960,224748,225527,0,0,3095,9583,3,0,8,4901892096,15810248704,2310754304,40730828800,0,0,196608,552960,3098,9605,6.020,1.672,92.224,0.084,0
5.537,2.149,92.231,0.083,0,0,307200,207138,207709,0,0,4907,11283,1,0,53,4663713792,16038543360,2310754304,40740691968,0,0,0,307200,4904,11259,5.583,2.151,92.184,0.083,0
1.874,1.416,96.710,0,0,0,0,207,1698,0,0,1481,2102,0,0,17,4673503232,16011063296,2310754304,40758161408,0,0,0,0,1482,2104,1.832,1.415,96.753,0,0
0.125,0.584,99.291,0,0,0,0,0,629,0,0,572,938,1,0,7,4674686976,16009879552,2310754304,40758161408,0,0,0,0,571,936,0.125,0.584,99.291,0,0
0.125,0.750,99.125,0,0,0,0,0,504,0,0,647,795,0,0,2,4656242688,16028323840,2310754304,40758161408,0,0,0,0,647,795,0.125,0.750,99.125,0,0
0.292,1.208,98.501,0,0,0,0,0,504,0,0,870,951,0,0,7,4656148480,16028413952,2310754304,40758165504,0,0,0,0,870,951,0.292,1.208,98.501,0,0
0.375,1.125,98.499,0,0,0,307200,0,574,0,0,858,1352,0,0,7,4655681536,16028868608,2310754304,40758169600,0,0,0,307200,858,1352,0.375,1.125,98.500,0,0
0.167,1.209,98.624,0,0,0,0,0,1694,0,0,758,1054,0,0,7,4656758784,16027791360,2310754304,40758169600,0,0,0,0,758,1054,0.167,1.210,98.623,0,0
0.125,0.417,99.458,0,0,0,12288,0,322,0,0,619,886,1,0,7,4657360896,16027127808,2310754304,40758181888,0,0,0,12288,619,886,0.125,0.417,99.458,0,0
0.209,1.210,98.582,0,0,0,0,0,572,0,0,900,1089,0,0,2,4656816128,16027701248,2310754304,40758185984,0,0,0,0,901,1090,0.209,1.209,98.582,0,0
0.167,1.083,98.750,0,0,0,0,0,1252,0,0,667,762,0,0,7,4656787456,16027729920,2310754304,40758185984,0,0,0,0,666,761,0.167,1.084,98.749,0,0
0.416,1.457,98.085,0.042,0,0,434176,0,377,0,0,1819,2191,0,0,17,4654411776,16030801920,2310754304,40757837824,0,0,0,434176,1819,2191,0.416,1.457,98.086,0.042,0
1.752,1.794,95.745,0.709,0,0,26951680,18446744073709338624,18446744073709285376,0,0,4897,8468,1,2,52,4644921344,16046796800,2310754304,40757784576,0,0,0,26951680,4900,8486,1.753,1.795,95.701,0.751,0
4.589,2.879,91.573,0.960,0,0,8560640,18446744073709451264,18446744073709422592,0,0,10785,24505,0,1,133,3991465984,16729563136,2310758400,40731496448,0,0,0,8613888,10785,24501,4.587,2.877,91.618,0.917,0
1.926,2.136,95.729,0.209,0,16384,1470464,18446744073709404160,18446744073709453312,0,0,6372,10947,0,0,73,3891154944,16833019904,2310758400,40731119616,0,0,16384,1417216,6369,10933,1.927,2.137,95.727,0.209,0
3.549,3.299,92.818,0.334,0,0,2445312,18446744073709539328,18446744073709524992,0,0,9386,16330,1,0,282,3874643968,17114099712,2310758400,40473399296,0,0,0,2445312,9386,16330,3.549,3.340,92.777,0.334,0
3.343,2.298,92.771,1.588,0,0,30388224,240,240,0,0,5001,9049,0,2,88,3894022144,17076482048,2310758400,40491429888,0,0,0,30564352,5035,9061,3.342,2.256,92.774,1.629,0
8.730,5.639,83.668,1.963,0,0,5541888,80,1123,0,0,17807,47689,3,0,556,4002693120,16966418432,2310766592,40491737088,0,0,0,5365760,17773,47679,8.779,5.686,83.612,1.923,0
16.915,3.151,78.027,1.907,0,0,81358848,144,9103,0,0,9127,32457,3,1,113,4157743104,16625483776,2310766592,40669528064,0,0,0,82079744,9134,32465,16.915,3.151,78.027,1.907,0
16.176,3.691,73.828,6.304,0,7880704,132579328,240,7735,0,0,8992,22617,4,3,112,4302000128,16343203840,2310774784,40805130240,0,0,7913472,131858432,8989,22614,16.154,3.654,73.879,6.312,0
26.445,4.407,67.443,1.705,0,1228800,28491776,80,6160,0,0,11214,42601,15,0,233,4488069120,16236552192,2310778880,40725569536,0,0,1196032,28491776,11211,42608,26.628,4.397,67.275,1.701,0
33.389,2.668,63.276,0.667,0,0,8404992,160,2856,0,0,7044,23901,13,0,64,4632784896,16084516864,2310787072,40730619904,0,0,0,8404992,7044,23897,33.361,2.711,63.261,0.667,0
42.191,1.958,55.602,0.250,0,0,626688,0,5013,0,0,6244,16219,10,0,21,4785782784,15929638912,2310787072,40730685440,0,0,0,626688,6313,16270,42.143,1.917,55.690,0.250,0
6.813,1.288,91.857,0.042,0,0,167936,31328,33804,0,0,2959,7239,2,0,51,4818866176,15894052864,2310787072,40730796032,0,0,0,167936,2889,7178,6.683,1.287,91.988,0.042,0
5.799,1.710,92.449,0.042,0,0,114688,46015,46919,0,0,2400,6731,2,0,8,4855115776,15856779264,2310787072,40730796032,0,0,0,114688,2402,6754,5.801,1.711,92.446,0.042,0
6.440,1.828,91.649,0.083,0,196608,516096,229449,230978,0,0,4125,12535,1,0,8,4898316288,15813484544,2310787072,40730808320,0,0,196608,516096,4123,12516,6.484,1.870,91.563,0.083,0
5.385,2.113,92.419,0.083,0,0,258048,171037,171916,0,0,4996,12366,1,0,49,4651925504,16032088064,2310795264,40758398976,0,0,0,258048,4996,12362,5.346,2.072,92.499,0.083,0
1.627,0.501,97.872,0,0,0,0,0,629,0,0,2088,3627,2,0,25,4663468032,16021217280,2310795264,40758374400,0,0,0,0,2088,3627,1.624,0.541,97.834,0,0
0.292,1.253,98.455,0,0,0,0,480,461,0,0,1297,2889,0,0,2,4646387712,16038297600,2310795264,40758374400,0,0,0,0,1300,2893,0.292,1.211,98.496,0,0
0.458,1.749,97.794,0,0,0,0,1434,252,0,0,1280,1922,0,0,7,4646719488,16038195200,2310795264,40758370304,0,0,0,0,1279,1921,0.458,1.749,97.793,0,0
0.665,1.372,97.963,0,0,0,0,0,392,0,0,1457,3448,0,0,7,4647182336,16037732352,2310795264,40758370304,0,0,0,0,1455,3445,0.665,1.372,97.963,0,0
2.296,1.002,96.660,0.042,0,0,319488,0,1372,0,0,3041,12145,1,0,7,4647833600,16037072896,2310795264,40758370304,0,0,0,319488,3041,12145,2.298,1.045,96.615,0.042,0
2.212,1.377,96.369,0.042,0,0,1163264,0,322,0,0,3116,11667,0,0,4,4647956480,16036913152,2310795264,40758374400,0,0,0,1163264,3117,11675,2.210,1.334,96.414,0.042,0
2.990,1.744,95.266,0,0,0,40960,0,1072,0,0,3331,13101,0,0,7,4647387136,16037478400,2310795264,40758378496,0,0,0,40960,3331,13096,2.990,1.744,95.266,0,0
2.083,1.417,96.458,0.042,0,65536,0,0,879,0,0,2843,10030,0,0,7,4647473152,16037249024,2310795264,40758456320,0,0,65536,0,2842,10027,2.083,1.417,96.458,0.042,0
1.576,1.783,96.640,0,0,0,0,0,629,0,0,2219,7017,0,0,7,4647374848,16037322752,2310795264,40758456320,0,0,0,0,2219,7017,1.576,1.783,96.640,0,0
2.535,0.707,96.717,0.042,0,0,421888,0,629,0,0,2667,11004,1,0,7,4647993344,16037015552,2310795264,40758112256,0,0,0,421888,2667,11004,2.535,0.707,96.717,0.042,0
2.046,2.046,95.073,0.835,0,0,29945856,18446744073709338624,18446744073709281280,0,0,5503,10555,2,0,75,4642922496,16048287744,2310799360,40758054912,0,0,0,29945856,5508,10564,2.088,2.088,94.990,0.835,0
4.504,3.044,91.993,0.459,0,16384,4960256,18446744073709447168,18446744073709422592,0,0,9871,19477,0,1,106,3992522752,16728940544,2310803456,40731729920,0,0,16384,4964352,9867,19474,4.460,3.001,92.080,0.459,0
2.803,2.050,95.021,0.126,0,0,1167360,18446744073709404160,18446744073709453312,0,0,6465,17127,0,0,47,3984691200,16738713600,2310803456,40731701248,0,0,0,1163264,6467,17134,2.803,2.050,95.021,0.126,0
2.338,2.004,95.407,0.251,0,0,1921024,18446744073709539328,18446744073709533184,0,0,5562,10756,3,0,52,3891466240,17074589696,2310811648,40492339200,0,0,0,1921024,5559,10743,2.339,2.005,95.405,0.251,0
4.250,2.708,93,0.042,0,0,495616,48,18446744073709545472,0,0,8505,17089,1,0,243,3891150848,17078849536,2310811648,40491761664,0,0,0,495616,8505,17089,4.254,2.711,92.994,0.042,0
4.135,2.506,90.769,2.590,0,0,34009088,304,394,0,0,6733,14557,0,1,91,3896897536,17072750592,2310819840,40492077056,0,0,0,34025472,6751,14595,4.130,2.503,90.780,2.587,0
8.727,6.722,83.633,0.919,0,0,14397440,0,1507,0,0,19232,44265,3,1,580,3994079232,16901869568,2310819840,40561274880,0,0,0,14381056,19214,44237,8.737,6.731,83.612,0.920,0
7.081,2.774,83.313,6.832,0,9011200,142532608,240,7692,0,0,6388,17046,1,4,91,4149325824,16603611136,2310823936,40698978304,0,0,9011200,143220736,6388,17036,7.084,2.775,83.306,6.835,0
16.853,4.007,74.308,4.833,0,98304,85643264,80,12152,0,0,10417,33873,4,1,189,4322172928,16376635392,2310844416,40752791552,0,0,98304,84959232,10419,33880,16.866,4.041,74.268,4.825,0
18.048,3.158,77.810,0.984,0,0,9912320,80,6009,0,0,8631,34152,4,0,168,4432506880,16285708288,2310852608,40731332608,0,0,0,9908224,8630,34157,18.055,3.119,77.842,0.985,0
23.724,2.427,73.849,0,0,0,0,160,2988,0,0,5695,24627,13,0,51,4592242688,16123555840,2310852608,40731340800,0,0,0,0,5696,24628,23.903,2.466,73.631,0,0
33.056,2.789,64.113,0.042,0,0,307200,12800,17403,0,0,6774,27112,11,0,52,4705792000,16007827456,2310852608,40731357184,0,0,0,307200,6772,27117,33.042,2.750,64.167,0.042,0
43.425,2.848,53.476,0.251,0,0,573440,13569,15971,0,0,7298,19928,8,0,24,4852555776,15859236864,2310852608,40731447296,0,0,0,573440,7300,19936,43.360,2.891,53.498,0.251,0
7.997,0.791,91.170,0.042,0,196608,376832,102187,103091,0,0,3634,11567,4,0,9,4856885248,15854026752,2310852608,40731525120,0,0,196608,376832,3634,11562,7.872,0.750,91.337,0.042,0
6.013,1.503,92.359,0.125,0,0,335872,258617,260340,0,0,4425,11753,1,0,7,4891963392,15818530816,2310852608,40731734016,0,0,0,335872,4427,11763,6.049,1.502,92.324,0.125,0
5.656,2.477,91.825,0.041,0,0,118784,86018,86759,0,0,5686,15575,0,0,57,4647497728,16035602432,2310852608,40759119872,0,0,0,118784,5686,15562,5.620,2.479,91.860,0.041,0
0.666,1.208,98.126,0,0,0,0,0,629,0,0,1315,2977,0,0,7,4648673280,16034516992,2310852608,40759115776,0,0,0,0,1311,2959,0.666,1.208,98.126,0,0
0.125,1.251,98.624,0,0,0,0,0,377,0,0,741,948,0,0,7,4649668608,16033521664,2310852608,40759115776,0,0,0,0,741,948,0.125,1.251,98.624,0,0
0.333,0.167,99.500,0,0,0,0,0,252,0,0,683,1007,1,0,7,4650577920,16032608256,2310852608,40759119872,0,0,0,0,689,1007,0.334,0.167,99.500,0,0
0.125,1.126,98.749,0,0,0,0,0,322,0,0,674,780,0,0,2,4650147840,16033038336,2310852608,40759119872,0,0,0,0,668,780,0.125,1.125,98.749,0,0
0.167,1.376,98.416,0.042,0,0,311296,0,1372,0,0,959,1015,1,0,7,4649779200,16033402880,2310852608,40759123968,0,0,0,311296,960,1018,0.167,1.376,98.415,0.042,0
0.209,1.209,98.582,0,0,0,0,0,392,0,0,915,992,0,0,7,4649762816,16033406976,2310852608,40759128064,0,0,0,0,914,989,0.208,1.209,98.583,0,0
0.375,0.666,98.959,0,0,0,12288,0,1197,0,0,635,744,1,0,7,4649725952,16033431552,2310852608,40759140352,0,0,0,12288,636,755,0.375,0.667,98.958,0,0
0.167,0.500,99.333,0,0,0,0,0,754,0,0,746,856,0,0,2,4649787392,16033378304,2310852608,40759140352,0,0,0,0,745,845,0.167,0.500,99.334,0,0
0.666,1.290,98.044,0,0,0,0,0,629,0,0,1409,1528,0,0,18,4647018496,16036622336,2310852608,40759136256,0,0,0,0,1409,1528,0.666,1.290,98.045,0,0
0.291,1.082,98.585,0.042,0,0,430080,0,629,0,0,915,1083,0,0,12,4649857024,16034308096,2310852608,40758792192,0,0,0,430080,915,1083,0.292,1.084,98.582,0.042,0
4.740,2.952,91.393,0.915,0,16384,32997376,18446744073709244416,18446744073709168640,0,0,9840,19207,3,0,130,4396097536,16321040384,2310856704,40732704768,0,0,16384,32997376,9845,19242,4.734,2.949,91.404,0.914,0
